"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC101751545",952.041844071658,1.418178208102,0.255623085640374,5.54792695874575,2.89076585546421e-08,6.31127978631501e-07
"LOC124417680",19.0019845285008,-2.72115042191344,0.557204658712404,-4.8835744270364,1.0417980027042e-06,1.46931344632525e-05
"KLHL42",222.406560765561,-1.20419669469468,0.298026527426185,-4.04056882148833,5.33217142785231e-05,0.000425956882057868
"PTHLH",86.1626846716764,2.02743110741152,0.324186295263354,6.25390751254468,4.0030813293571e-10,1.45209049388839e-08
"LOC112530139",120.287482075402,-3.21884586481211,0.331083521999636,-9.72215664908761,2.42588101430798e-22,7.66619517148684e-20
"CCND2",2009.93466280651,1.09106027768085,0.228761202557711,4.76942884318683,1.84748986659326e-06,2.41221628589855e-05
"KCNA6",135.696275857616,1.73263777511129,0.363645679218566,4.76463182192771,1.89198794887402e-06,2.46686121026267e-05
"LOC124417606",7.87852680228272,1.94370580678761,0.773027819370261,2.51440602534982,0.0119233074474968,0.0399192076420503
"KCNA5",51.8209254444777,1.9832788430662,0.344756285032468,5.75269814988121,8.78302270175562e-09,2.177652370668e-07
"NTF3",66.1217495029825,1.56350875264484,0.408113464481303,3.83106387982567,0.000127590371327082,0.000897029590269024
"AICDA",19.9712846692242,-4.07932365999645,1.14192949487637,-3.57230781611267,0.000353849145404117,0.00215932212712551
"MFAP5",13183.1259464982,1.3983268353367,0.453368892427157,3.08430255955721,0.00204029985239138,0.0092987999872494
"RIMKLB",269.141918816851,1.34120516418673,0.255587468953563,5.24753881588152,1.54144579589857e-07,2.79302787799115e-06
"CASR",12.4107701339078,-2.75560540160852,0.944593197159413,-2.91724036325393,0.00353143518893528,0.0146059470048133
"FAM162A",1445.09616912509,-1.11800718181538,0.273191124787132,-4.09239935113748,4.26932570132471e-05,0.000355205612232036
"KPNA1",2908.46602838844,-1.04138806529756,0.180837449758494,-5.75869692195015,8.47657399594937e-09,2.11573925240262e-07
"FBXO40",2568.84672556968,-1.06359298872833,0.316998531762676,-3.3551984698926,0.000793080631455176,0.00425157802572793
"CNP1",115.991858665881,-1.90278112866793,0.35005335862926,-5.43568882218084,5.45851452239543e-08,1.11594301831209e-06
"GAPDH",1672362.25171525,-1.09071699687195,0.293346588302749,-3.71818538331278,0.000200658998029179,0.00132294449018884
"COPS7A",6702.72565770262,-1.17613601448336,0.195241561800603,-6.02400433410036,1.70153806212896e-09,5.15856539323486e-08
"LAG3",74.2282601349329,-3.52324558896902,0.818936761050486,-4.30221936117461,1.69095776248462e-05,0.000162264063209088
"CD4",127.892025740817,-1.1015549962413,0.441749700139551,-2.49361798297386,0.0126448552945742,0.0418911384092636
"GPR162",580.75616836738,1.14189670327196,0.217839686883974,5.24191307656515,1.58920235883277e-07,2.85734599618485e-06
"P3H3",271.965855626804,1.30053218723037,0.241025378389374,5.39583091175308,6.82071580715853e-08,1.36013097566279e-06
"TPI1",92070.9871672643,-2.02378092772183,0.230341920792821,-8.78598615812579,1.54998688985781e-18,2.88995055613988e-16
"CLSTN3",707.792474464606,1.59037745964568,0.277793529559366,5.72503420856605,1.0341290097313e-08,2.52043599822746e-07
"EPHB6",146.691771852278,1.40451125859798,0.242120125605322,5.80088604814066,6.59654183604888e-09,1.68939755843486e-07
"TRBV6-5",270.078134612911,-2.30459817829406,0.53381828077405,-4.31719605958854,1.58023785839579e-05,0.000153242881192927
"LOC112529966",5.46143314390255,-3.51726533809181,1.39132135649376,-2.52800355696085,0.0114713189783539,0.038679544348469
"LOC769044",155.45354887767,-1.67882534992703,0.412711889162959,-4.0677901315902,4.74610967832032e-05,0.000388460118315551
"STYK1",1732.91211311038,-1.3484182541917,0.432430014638538,-3.1182346473309,0.00181937890405978,0.00847634174567582
"TBX15",5512.10268990785,1.02118786206736,0.370467823005071,2.75648193622845,0.0058426839789638,0.0221912492947199
"NAA50",13337.3207319794,-1.27386963508433,0.160167501573638,-7.95335896838384,1.81521396258427e-15,2.10215306412321e-13
"LOC107054727",183.949793467082,-1.24728400028494,0.279074971333371,-4.46935099312433,7.84572933469783e-06,8.40227590151873e-05
"TRIM45",134.299093143467,1.14534449063782,0.303873598674051,3.76914774970752,0.00016380590576697,0.00111262699928056
"POLQ",128.200944331987,1.39369993445535,0.411564625830972,3.38634529544756,0.000708302000746569,0.00387394860777934
"STXBP5L",697.049593682981,-2.84621280722289,0.835065626536763,-3.40837021280218,0.000653521650570983,0.0036199973781628
"FSTL1",15902.3058541197,1.70489705300366,0.357965152089029,4.76274587918447,1.90976279844362e-06,2.4865591743702e-05
"LRRC58",854.459084471621,1.13904226116538,0.225901822981567,5.04220039542716,4.60208960230382e-07,7.27785925656952e-06
"PLA1A",630.743085973435,-1.14935574847685,0.322929510464058,-3.5591536581008,0.000372051818264393,0.00225443813829691
"LOC121106553",9.31471899497317,-4.16441263378717,0.944628749054811,-4.40851777796733,1.04080478135919e-05,0.000106801349193407
"IGSF11",76.1498452105488,1.16260814009808,0.353909811108577,3.28504071830154,0.00101967634422803,0.005240315721646
"LOC101750994",16.1699090747599,2.38647257545045,0.809056925777378,2.94969673877697,0.00318085981746762,0.0134390592673918
"ILDR1",5.206774645791,-3.96614334474967,1.46687167334499,-2.7038107128386,0.00685493260438974,0.0253039434584927
"CFAP44",103.142310904949,-3.23541411145857,0.621427832872069,-5.20641970042664,1.92518946253308e-07,3.39594678608603e-06
"TAF13",1608.268245924,-1.26440157372348,0.210021995103511,-6.02032931408118,1.74062570123252e-09,5.25996210688499e-08
"CCDC80",11749.4630054531,1.47325953962799,0.392001512684463,3.75830064924742,0.000171071254880538,0.00115417850610069
